,comp_name,job_title,city,posting_url,salary_estimate,lat,lng,type,job_cat
10970,SEIU UHW-West & Joint Employer Education Fund,Program Data Specialist,"Oakland, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BOVQCIPB2YlHaxcnK7beA-i4KZHn_vFUfbnGgTcXdzQSjqNu1CMyDohCjrjqMtl2D6VMwvxqIHpPTXFPRVbGwQP74yTAg7RDR4J60MSljEgnxNQHYnOO1RXFtG_6UfZwEhrSLY8TOCkZTgIDZ8vR0RRfZgK3lwUrUAcWsNwOozl94oUyNF2trCn-KfVT2JzJMhjAPjT_6urMOi019FKCk7UUkJ4jVMr_lYTFkFEgyimIufeJ21I5-IUUThuUKjDMyPzE38rCHNVve0o1h6wopLV_bh-kS4vZO0lOq3Xc60IPin5VQ2WKTxvaeG3TE6RXxc9UrV5tcmfRPhhWJ6p9e6zSktWrl9oI8yWmJa66pagKp8XLtEcFyOgixMonZ6ec6oplVjzAG6DG4Fu63UqiumCeQtMeplbN6amDZC2YrvTmVEsYLzGQoymoAtJPOqlc2qiSCUKplIJqO0VFkccN6CKa-QQmDRfOfM3_k0xRy5fMSTmtTAamj2LhwSy1RisKc=&p=5&fvj=1&vjs=3,"$61,832 a year",37.8043637,-122.2711137,Full Time,Data - Other
10971,Safe Catch,Data Entry and Logistics Coordinator,"Sausalito, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CCdpVPLLMLqvYWeoRU1Q4Ci0DH7c1q2hKaaFrRY0Nhkg5VUpJZluHVgc2GrUSX6P_0jDebEdM_5C9BVtw6XVPjyeOVuyicywSNunNydTCGTwyJzguZpGAvPO7Hnevbar_I3-6v2Vhg_iiAZ1gbTg1WhGjIux9TMKXWWz-dnFlbGs8eyaOXFHU6C-6q9trvE9MU1xkalyVhCfXT0MwP_d980grmuQKx6iO3MxVqTSzLixxKI_o6osas1MBexMAfJJ4jgA7DrSLVp8nMcvBi9oCiK21iYkrdmaF3IrMRyyNu3q2eP7Mdn5C5BF4eoC86gMMGp80ZFBvbfXL8bJqE4P3_i0soTezpFsrluIrxukyBp0c2M7btfAZMyC-JIarthTYjuhwZu073S-AvJSe5SocbkTL-8pW9QcQNLcRk0aH3hJ9NpMlooBLUrTJAgR0JkfcX31VNwlCcqjigUHTX-2LJT9CSZ6ZkQFTNNUP9xFN3VyBnfoUEuG7jeauW-Oof43FLx9v_ELnt4o7BXgaIit9b&p=6&fvj=1&vjs=3,"$55,000 - $60,000 a year",37.8590937,-122.4852507,Full Time,Data - Other
10972,Funding Circle US,Talent Acquisition Partner - Tech,"San Francisco, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CxQlKr4N-gxhxagYSfO_p3DjIG0Frhi5iauBS0K8YXN3DexMwrM1rZo8jTeIxAsaAp_8PvHhEANO8QZ13xujAAPry2pcwPNGd2n1vDd-nELA_dhqLJUsSJgTfRyUNgImVUWtHUz02mugOhNrZ9fitGbio8ucdVG2DdNZbwiVbd7ctN-ZEobLpGk7ZNAJ0aXGi-MZeMRVcPGC3afL3PiPWexApGDTDlAIMwwyFFRIMId7fzS2std7r82CzxOmzvIL0unK7G32T4OP88DMU6zUwfN_o-ssO-tOofklPZOUsh4Wn09ZFRG4Rp1ahnj_9TQFOnkYmaj1JpQyHF2eRsvxzr4F1O_eoIv0xjahOOoFtk02nEUeGfgqRsXAb12oIqfnLBJl_PEN4UEzP_UEENejouS2PRMfBPoCrvcQGnud06MsHWBQwDimq2ueNNOvwIsGzf1G4Uc_baWE3T_O_U6uDH2dTAn3N8tLiEMM44ea9edXo-FIFSDpSL2tjy-4qrj_QewC3glOz4Sc_cKcl9NNA4oYLaT66_4H18rBywLrEN0nf1hDI-yYQvcl-Tf-y-sWOOIwAgvmWLR5OUar92tOpB7G08lPX8wPQ=&p=7&fvj=0&vjs=3,Salary Estimate not available,37.7749295,-122.4194155,Full Time,Other
10973,ALOM Technologies,Data Analyst,"Fremont, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ApKX8Ly9Su4u7-E_iwX0TUS6BcV45_p-Corjom3hBaTnmPEalDKrG5iKXJu48gG1FaCnLp3JpOnCuZGo0yDeMWlR6NWrS3yBWZL0uoaTzuefzSF_1jTp-kCaI1VyYli0RPzcLbpBFw4XW0MHXJVsGnZqDCWKwh25VI1LjYFm55ixtLQrfjYJmpRAq_js50xmikRpRhsIBpTXU1S-EQ6ZmCAp7OLSm8z1dD_wv2VaXx-w9nCWA2rHEdML-qQKOB5mTzJauFYtOY420ZYg3AlwTh2J3cr-bWHX0BzxTVvPyWZMrPehpHpNO3AiS9MSuZofpMCGn5JmOUpCUvnAKsjqRGnhwa1NoeFbUXYA6g8Ga2E9nRLgihs9xNNCPMjgnZ8K_2KuC5BcRHXsCUPHTyRidX3AOg7oppO5Few9XmeyFoR1JAgz42lO-ebBGgbYLq3ysqIpZOR-i2-jiGK3cYa7fdHei22bTWIXUVg1bMyJ9QuA==&p=8&fvj=1&vjs=3,Salary Estimate not available,37.5482697,-121.9885719,Full Time,Data Analyst
11005,Stitch Fix,Data Scientist - Operations,"San Francisco, CA",indeed.com/rc/clk?jk=5b30c362a00c670c&fccid=1c70eede37c5caee&vjs=3,"$100,000 - $147,000 a year (Indeed est.)",37.7749295,-122.4194155,Full Time,Data Scientist
11023,Wag!,"Earn up to $1,250/ month walking dogs","San Francisco, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DS49wU-Nrh2jPsAS9jhWCq6bSm4zo48pW_WnPte91cr8W0I91uUcGrciU7phwcmriTxFWebEqoSvld_V8pN7fyBkkZQpx2FMI_heqD0tg0LHIbZDWMefrED_GeFpVoP1XDoGUfTq_GFobylC-LNnV2w3jDLHnn87l7JRY3mnqojKLZVkExliW15UzVUXd_v1z9DsX7kszwRewt4jXHs0fS5X9Cfut18TFO2V8L7xD-RqZX6NP7q8Am-vMGDNn_ckAYmilPY8Bn6tE-ZEW0c6Ppn9WanahnMr9tWRZwIlu2AOyn8EnTYlcFT0xeUpB0FsPaoEXpxvpIHa0A8SINuvMAQS46FbWhh_VQp-zu_HnqASe1yAhv9PBONvPPDR8R20S9X2aI-tEhbJHr5tatiNka4HdW84BeD3VxB3uskOTJpadeKHh4SgQpLWvxy-lMYHhMEeAjJAacHI56LIyY418ZMntfu-TVRa1Xvm9NhuZ5R8d3ctWt6ceY&p=0&fvj=1&vjs=3,"$1,250 a month",37.7749295,-122.4194155,Full Time,Other
11024,Livie & Luca,Product and Data Coordinator,"Emeryville, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BYRINpoLQlLms_lUgv2XSQTLHiLQK1ElfXWx_-cUY6yFca5kfCCoyX3OfDTJlBIFBIDx70lOj_lGpcHgNes4KgIeYdXm79zwVyF_1-iSwAWc83ld7MURWH0lhe90jblCVkriAp8Rj_CVNc68IDO9zXh8uHlmL68QLX-YFXZY2SP0ZqQ0hV4oCAtoHQf5apC-SNMIB083QVytPzY2r6bsWS-W7J5RcGqwQJ9gWnVXgUDuCVQ8Hq39vm6avzXS5xrf04UrD2VPxyPhl18nIwNw_zUVTzOCNABwSG4GK0_yh5iSj8AkSzJe_OLLkfR7k9KYuXAZlSfloJk5ouHeSAALPVlb4f7U19Nxmu4umCGDUuZyoKXpBzrEdC3wFF3FQ7NJJHrH50YvXJjC1fA6-WyT3I9vBeKFqw6fL4Pmr2pKj96e-q1M7NAf2CnNKj0khHhjVjPY5UR6ePz_pFoKkZcRRpvAHWJTSKaSMxO6zYO8ZgJlTFaNc2cjh-PFgLENZqNDU=&p=1&fvj=1&vjs=3,$20 - $25 an hour,37.831316,-122.2852473,Full Time,Data - Other
11025,"Raybeam, Inc.",SQL Data Analyst,"Mountain View, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DpZ-PB5xWxfUrl162oOY4eAwFszP2Qe-6MnJIaEBLI10s9Od92clv11o1CLhYxaGbh_ouWLqW5mOU3qlig9ffXdZQVWDxtntUH3uxhoONs9R5doBpRr1d1UhhraAAVjLjJ0H8m1maOHB1IQ9K33IEuov0bMJKWT02n85OkLZEnXyBDyDx5GoH8McijNv7LaMIrqtEd9rNoGgwyE05a5mtPAN-95Quw3KTJKn-MkZeYDjr3PzqT6zUynhns2mmRtXtqKJ2-A30CiOrqdW_HoDwC_KiEf0S51E0wyDnGJKWHCIyGIDBLraigZ4g6h9DFYXane2XdMD2fs05dZi1O5gM6kmIOoZOY9beoKXI3FmX7OZe4HciNeO5hNVp1-JjD5qY5_FrN5rc8gBPUi1Mud-KogzJg5TzQu7IfrK1KQwYXdBDSW1O05FXireo3JOic1xti-IAK29qiigI6WtbQy8rUybZpveL_suHvnHx9MPTsGw==&p=2&fvj=1&vjs=3,Salary Estimate not available,37.3860517,-122.0838511,Full Time,Data Analyst
11026,"Health Services & Benefit Administrators, Inc.",Data Analyst,"Dublin, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BO4NUdX-nGf25EKR6-BgGdnFt18DfS0VA3mERfyA_iFiQPRrWOoH01uya1y4qjjoRDBIoopGTkXSg_-y_mtFMIUTFACx1C_GgC4q14GnY8zst8kJZLib1jjg9IYEke4JLrZtqKVCGq4DTnNyFIopFLN3h6l4D0QHHjVKx5YTFsfJKsmxKNslAkNTGPVwJZhX_7uhsRaybR31RmAqHeCXcB5LYUAsbcnYKZIjyxLjJoMVGC-LOA5XtWogmGCdURWklbslU3i6EQNaWaa77Ajpc7br7wZQV_umAMHRBnsPRYVo5PdhXUWoLe5R3qCVQFiPvG2yZI27FTMIRqTY3PDlOjAxA9eAz3KLGDnwy9RFA4igbtHon1gcz78Kl-ibQM-SLz8RckdEWg9mFf3XnAuN9b8_4IN66QwD6ig7AR0iJPZ6ACDI-7hTd1WqF-Vz37ZvRylq2ehov3-DMVVsOsS7BHr1gMrhPDHv9Q-OZxXPq9XltNhc1if19Q4jgkFo4Qoa0=&p=3&fvj=1&vjs=3,"$60,000 - $68,000 a year",37.7021521,-121.9357918,Full Time,Data Analyst
11027,"Institutional Real Estate, Inc.",Data Services Associate ,"San Ramon, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BAD84_jn85ci3kPtIVJsYnFpNPLIhNvZgy25Y7jbwohaTXHclZHS6iJe5PmuGGHj302R-Dup-cBypmR5itLjM_d059ezt0omvUQqK4A-6Gg2HztCLK72hPMWBrh9a7EHXF2ZIxwyJ7CuT3Zrj15If5RaNpaiNI-etSdJu3Q3ucmAOtV9_gkz8DkyR1GwtNmhm_lc65uW8nOUamkvLl-olVcOR-oQqrDRtgQH-Kt0k6jc6ssj_zQ8HrqVBNTyTSiHh7IbXz_nVAlwJCYTYc56e3ByCkbRaylFyyMbi9Kd0I8C61Acr6rBZ4TZKTRFMAOYwYdbCk5Ms9fQ3TwxdUU9SykQWF5RwK9xAm8zvnTAj7p5g2P269DQMSS6nrwaerq-tWvcullnPYEmnt3y9vXp223XmRikDrRBSWXwp5f1vU5RNAsubegvaEsSeBXKBeb5tNBj8b_FVGXF_kNUD1J45LM-vJmIbIOdWR50ztQ9QAU_DiYDNPN4vxQE-R_r2lLCg=&p=4&fvj=1&vjs=3,Salary Estimate not available,37.7799273,-121.9780153,Full Time,Data - Other
11028,SEIU UHW-West & Joint Employer Education Fund,Program Data Specialist,"Oakland, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BOVQCIPB2YlHaxcnK7beA-i4KZHn_vFUfbnGgTcXdzQSjqNu1CMyDohCjrjqMtl2D6VMwvxqIHpPTXFPRVbGwQP74yTAg7RDR4J60MSljEgnxNQHYnOO1RXFtG_6UfZwEhrSLY8TOCkZTgIDZ8vR0RRfZgK3lwUrVA6GLX9kf9v5OI4c7qeWBdG2CMssQs79YWkTyqDn-rAY2NEkRoufE3uJhQZ6pZKxkRfRiMD7G9-TOSeZSk6_LGeNd2zM0yDMGcpiJQKMKH3egmro7kkl1ymFc6GvMyBSiCplRuSp2JwJh7TU5cScCyJTXWzKaUi4y8DinlAbeV1hNVkfEZyKxdgpaQAVX1wPWldLTGU78ZP4-yv0fmzNDdMRRmzW69vBHXeJRHIfsFWXwy66egQDfdzDedicqz-ePtNB7rAOMrKZCbr--WMD9QOa6yfypyZNY4eT8tmRgsr3vpVC4VLNft35_87L7w8qD5vpQjKdtLFEX3VIUYS8H_MJqg6CzCJJw=&p=5&fvj=1&vjs=3,"$61,832 a year",37.8043637,-122.2711137,Full Time,Data - Other
11029,Safe Catch,Data Entry and Logistics Coordinator,"Sausalito, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CCdpVPLLMLqvYWeoRU1Q4Ci0DH7c1q2hKaaFrRY0Nhkg5VUpJZluHVgc2GrUSX6P_0jDebEdM_5C9BVtw6XVPjyeOVuyicywSNunNydTCGTwyJzguZpGAvPO7Hnevbar_I3-6v2Vhg_iiAZ1gbTg1WhGjIux9TMKXW73hJkxmj0HNZ2dyjYlcBTIgzph_zeImA0O3ApXU31Pi7TbG7y8R25trqeafcZEOMgY--7Q1O6NR-apwxJM-Q4RVk5hXdX3P7AYyk76HXp2NEiVXmse7cRGjl_51xQ5L2nb0vwhVgYcF4rDZZtyeYfaplJJ5Sf6dX3kT9fAjF3DZkcHzVG8lq6RpWpjtm3LRhFzm6wn3wwgWLdeRz0qHbHYusLQVC-jiSKGjIXbXFq8WoCGrORnDU6Ze8Nd1jgpCrXMk2mw3NrnwoJC_b-eyoHtB_KgXOywVq4flYEJJhrgp29Fbm4muD7QJhAh4bKFXoaIafbwhHCEOd7U8yj65LdfY69nd6p4r-06CCyu-RdsK5asnFm82X&p=6&fvj=1&vjs=3,"$55,000 - $60,000 a year",37.8590937,-122.4852507,Full Time,Data - Other
11030,Funding Circle US,Talent Acquisition Partner - Tech,"San Francisco, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CxQlKr4N-gxhxagYSfO_p3DjIG0Frhi5iauBS0K8YXN3DexMwrM1rZo8jTeIxAsaAp_8PvHhEANO8QZ13xujAAPry2pcwPNGd2n1vDd-nELA_dhqLJUsSJgTfRyUNgImVUWtHUz02mugOhNrZ9fitGwk49ESJPcyn5m1zMxAtQAaGe4laDI4C0k1BKl08-b9sPytn163Ph9U_9mZd70s3Bdwl99YPaQG8F51OY8W5QBdo4mlrg7JoCk17jn9oAcw-LSCKB28LZzj4soYVs1ap7-ldzr-ULpzTICqvGFtY0ogqZibWbsHEXEwthkmXHJ6j3zNSqv5YICIJnzEVopJEOq5F4TpjVAC6oQGYn0mGHvjuVj7HKNXLY1_qCnlne1kcej9h0BkBfijXdw9vlwt9RLndJsywm_kFZmKpoHTKPDzzPg5JLw-bqz3SMcm-tx1Gz1G5PisGNx4jsYDrC9So6ZnU8284Pe6j5xzIZvqyYlTEdGRgNIncw4p2S12BiDMqGYvU71EuT45Byfx0f1tL8frc9RpKapjo3ZWKSqFNi3q8GjApr0KpaRpbx85fVjw4qYQ5R0ZyJ7eW0O-6O_neu7OZBjKINIGc=&p=7&fvj=0&vjs=3,Salary Estimate not available,37.7749295,-122.4194155,Full Time,Other
11031,ALOM Technologies,Data Analyst,"Fremont, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ApKX8Ly9Su4u7-E_iwX0TUS6BcV45_p-Corjom3hBaTnmPEalDKrG5iKXJu48gG1FaCnLp3JpOnCuZGo0yDeMWlR6NWrS3yBWZL0uoaTzuefzSF_1jTp-kCaI1VyYli0RPzcLbpBFw4XW0MHXJVsGnZqDCWKwh25VPcjC9GILmq6SpWo4IjDGnchWmurFEW9y5EYrrELEsIt5C6GXRqHZwtM4vtEaYhUOGZPaeu83EsuKWjTP5-DGAo8IofOI6sdXACGE7LhEHTXov2hUwe_6O7OCw_IxbLJ4PPrY63eSMNZ0EVbHAQMv0AzTHvtFFCWtXJS1Ml7hpw4VFPbemJY2rOiXEZ_A1wcxNFLWwPfmBCvqPnTqMecs47RjTchUzp4-yitJNSzi9PD0EgCwR4h56tJwobDHRhCuKGeRMJ6KdZNrrKk2s08XPIpoe5-jiYHlOGS83H9YvP-a0VdPGiFKmjppWUNThWsmgP904EFP7qA==&p=8&fvj=1&vjs=3,Salary Estimate not available,37.5482697,-121.9885719,Full Time,Data Analyst
11082,Wag!,"Earn up to $1,250/ month walking dogs","San Francisco, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DS49wU-Nrh2jPsAS9jhWCq6bSm4zo48pW_WnPte91cr8W0I91uUcGrciU7phwcmriTxFWebEqoSvld_V8pN7fyBkkZQpx2FMI_heqD0tg0LHIbZDWMefrED_GeFpVoP1XDoGUfTq_GFobylC-LNnV2EnVrahNKS5BJOaT0Szrw8JBfGfSAkfDwwFtRHl7zR1iBw93h0TddA-gNn9G0merjKL1x2QRx4LEX7iO2gHBNQfWZttWZqD2cMhKrYCA34mkCnah0ASaJc9impFTjheaKRLxUSs8w4agp0VRhvisWVTgFxNDL05eaAbH72i-JDqiL10R4AarojsKYMG4u2nEu6wtkrv0DfiXDTLLrR8WKRdL4DzdmmE7QBzqqkudgBk30jTTqotEdvYuGPWTtyCTySzEoQq0URfUH1X89PPGnY4W2xS1OtX5ZTZTZfS2BhBdmGHq7CUPeJuTtItnbeLtPx6Mvfqwvr1ud89y0bgiFMGKMyhP0-8XR&p=0&fvj=1&vjs=3,"$1,250 a month",37.7749295,-122.4194155,Full Time,Other
11083,"Health Services & Benefit Administrators, Inc.",Data Analyst,"Dublin, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BO4NUdX-nGf25EKR6-BgGdnFt18DfS0VA3mERfyA_iFiQPRrWOoH01uya1y4qjjoRDBIoopGTkXSg_-y_mtFMIUTFACx1C_GgC4q14GnY8zst8kJZLib1jjg9IYEke4JLrZtqKVCGq4DTnNyFIopFLN3h6l4D0QHGwuacte3P5OtpRh7KzHk7kd444rCsZzOdWztIkmZaSzPYaNuh16uwZWgNB4defYggPiNOg4kSXe9yP1Hzntv4OsPvu-G0dsAxLgWYmXMkodlN5FHseykYfF7UHJ98y4Nkp4DJiqWAcKt9OX9_XWus4plzQq-6mwDEZ0xi5OVtofrMPyje2QbSieQBmr162QXMy5czz_iyhKA1sRcZsF97qmkvMFcSQfGf7kJpN9hWyeGiLyz1yluoGHxoqrHXGw1VUvmf30B-GSoOV3cpM8HbBEBr0PbYwK_Zho4z4FXsiC1pEz3xiWkm3jueRews5qA_KdIlGjfd21kftjg0vAgzRnXG0vLFH7N4=&p=1&fvj=1&vjs=3,"$60,000 - $68,000 a year",37.7021521,-121.9357918,Full Time,Data Analyst
11084,Funding Circle US,Talent Acquisition Partner - Tech,"San Francisco, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CxQlKr4N-gxhxagYSfO_p3DjIG0Frhi5iauBS0K8YXN3DexMwrM1rZo8jTeIxAsaAp_8PvHhEANO8QZ13xujAAPry2pcwPNGd2n1vDd-nELA_dhqLJUsSJgTfRyUNgImVUWtHUz02mugOhNrZ9fitG9FTVTS6v_UYqiLou3b3Kt2Yy9VzmogXj3I7365IOK68mLIvrk9AkyHrlqpKPo9YOVxvgXQmef7z96FVAwZH1kNTxLHCB3xOFJp2k2Rn37SkkLnZ0JrLWN1s7ADm9oILM5ngLwwv1jzk17Z9UBJ14WSMtzKuMcaWTIKA_I15Rou_M_o8UVxfcvU5cZdqfzW8C71BouQ0nAgQmy1davfitk5j5gSDR5yJzCXrBZTfZfVc8LFMo0aJvYzF3qDV0IGWWm8wn8swldm4YExAviCwgnyWthcnNioE6g_Syibg8lmR7_3dNUW-Kxy2BUG85uh8E_flrZZDlQiBBes_TXC-r9ffrvvNMFKcQndih27kjAI2iJ7Ef-sEIFbHOBhwpOgcRS3uIECXAKCIRhWVZVaaR4KHBL4_-LNzeCVImR1CJPiqedlaOeyd_z-5oPZxbAMIHI3ua7ump8Yc=&p=2&fvj=0&vjs=3,Salary Estimate not available,37.7749295,-122.4194155,Full Time,Other
11085,SEIU UHW-West & Joint Employer Education Fund,Program Data Specialist,"Oakland, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BOVQCIPB2YlHaxcnK7beA-i4KZHn_vFUfbnGgTcXdzQSjqNu1CMyDohCjrjqMtl2D6VMwvxqIHpPTXFPRVbGwQP74yTAg7RDR4J60MSljEgnxNQHYnOO1RXFtG_6UfZwEhrSLY8TOCkZTgIDZ8vR0RRfZgK3lwUrVEBramp5ewvAnlzixPZ6OMWRZzLGpIsyKNjkgW-NiZrc3knSHTG8LKhDA9--Dxl-0wXGOEeocs5y60whIukZ-xTVEGRU2HRt8kp89UUull7Vo35vQR46nQ52hm5wNljJMwWzbeSKFgY5arfLD1Irmsoa4vA5_ae0CPlGwUvdZr-kaXStUERNCH2BpwLQnsSGO_SW_EN7kjUzcSQEAcbWoksDWtdymMGdY27siAc-5GhGHhxJ1_LAIZmwPAzHPiIEUxHVmumM_rukqSJI3Q_IQKg3rPR4tJlLlOl5Bfb53Jpl9pCzbtc1HxSPZ9kR6CS-NnjH-z7T4x8wwJ6DMtCSgD2EG0bCCqxGo=&p=3&fvj=1&vjs=3,"$61,832 a year",37.8043637,-122.2711137,Full Time,Data - Other
11086,Livie & Luca,Product and Data Coordinator,"Emeryville, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BYRINpoLQlLms_lUgv2XSQTLHiLQK1ElfXWx_-cUY6yFca5kfCCoyX3OfDTJlBIFBIDx70lOj_lGpcHgNes4KgIeYdXm79zwVyF_1-iSwAWc83ld7MURWH0lhe90jblCVkriAp8Rj_CVNc68IDO9zXh8uHlmL68QIlPXwUP8-ZhBD3Y9i4tf6DqO2JbtD9YCDTwdRC9KjzlQE09qcO7_C6elFGBMU7vuIUm4sIEcPQN_mCOpV4ODlaFl0wWDgHx8O1oOebFwYfK6tDYJraWGC_ho7gz95GU_7h2ygSnCXY9TRDsXPle8v5TVND-zKW-xGctlB1VQ4x8jAe3qkFrIBo5YkRoLdAancisrC89MQ8CGVVXRNylBdADCB6xJOY-_4UKrgY6LHlmL3EukGtBey8x9LSohUVcnhzRYNP82tlJXWYyiCj8A0Y-r-GBzUif0Zu8X0cvxIOA5YHHCOL8SS92XKcYXon7RA0Ebg3_t39oWrtM6ta3ZTOhfkz0YYLCrA=&p=4&fvj=1&vjs=3,$20 - $25 an hour,37.831316,-122.2852473,Full Time,Data - Other
11087,"Institutional Real Estate, Inc.",Data Services Associate ,"San Ramon, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BAD84_jn85ci3kPtIVJsYnFpNPLIhNvZgy25Y7jbwohaTXHclZHS6iJe5PmuGGHj302R-Dup-cBypmR5itLjM_d059ezt0omvUQqK4A-6Gg2HztCLK72hPMWBrh9a7EHXF2ZIxwyJ7CuT3Zrj15If5RaNpaiNI-evmv7DepFaX-bdbhLpIDH7QiZ8d1wlKyMf19apSPblpyrqnfClVe4063MFlMSK9PGPh0l1MhQhziu5sWha6Yxxg6HQ6Zy4-zv5rMDbYxP4YvEIa6OwXKN0CkWwqs7QeRPiG8i93VA6CCdNih1Rkrwd_qncqwZhNVzeoL8O74YK4BDUg_mthJ_ZyFEteOBJYthJDJngJ1PSG5vkJk1lfE320CDKI1GftHHBoWyn30qZfaj5X3TP_bQHGX4NC7HeR7nbycb-Xm3c9aRPYk9hKkYaj6ioM-eEq95oiPlfdMbjpot8Y1hBMxYkafWLWnLIOtoIjxR8uQG1egL2smT50Xx_Z24E0aI0LAH0=&p=5&fvj=1&vjs=3,Salary Estimate not available,37.7799273,-121.9780153,Full Time,Data - Other
11088,Safe Catch,Data Entry and Logistics Coordinator,"Sausalito, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CCdpVPLLMLqvYWeoRU1Q4Ci0DH7c1q2hKaaFrRY0Nhkg5VUpJZluHVgc2GrUSX6P_0jDebEdM_5C9BVtw6XVPjyeOVuyicywSNunNydTCGTwyJzguZpGAvPO7Hnevbar_I3-6v2Vhg_iiAZ1gbTg1WhGjIux9TMKXMcT7Tbn1su1BpL6b1chC2QiNjQE7L6UkPCpgW4uvSR1bMA44zRBTm0kZnjoopV1qSClvaWsNNE1AGgGGNn9HLD3rmTE4wfDUnteKJoKe4-XTVIl1drsEMROk7XoQK-AoTtvTLsntdYKJ22R1SCBkKZ5Y30ckDIB7FirUaCc-AMOgCd2RzAqQLEN5AXS02O8x0FD_q1hiR7uIcIurB0dN1QBmCfYDgm_LR20qM_y4gdRMPohVRqHe0YJ3GjaE1UVyhX1vqMnxXD14DcfCrlgD0BbQ6fQrygRcP_yg_19e_qslEkAg3bJbqTiPl4ocFd995l8yhbjO5bX4k-efGisj9tnPbBcqrQ2BSRHPhj2uCDSAdUZxaFq99&p=6&fvj=1&vjs=3,"$55,000 - $60,000 a year",37.8590937,-122.4852507,Full Time,Data - Other
11089,"Biomarker Technologies, Inc.",Data Entry and Analysis Technician,"Rohnert Park, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Dz2cZBvGpavQ4MlbaOYJAwcrxD8qXhWmLjt4_zsomU9roExIXWUfeP-FJzaYPSCcAkmZxb2Iqc-8LUsA3a9NSfzCQCRrZgq3bcUvtGyGlrsY0A3XDLxfjjOpLe954RMz8y177yexlj-tNwPvDzSJK9jPdKQqY4TIC9qBhXuu-OAgIKzGiHrDh-cSVkpbe85KWcCDfg9_C6jVYLTnRkbPY4Q-r1_camfEi9TpGmo5GqHUy_ThInXrXEs9f8OQjg-1BOXRxafpLaUqXxQ4NR7gwZICyFj_39SJsdqmQ5c687EDud00U6jhmxfaEpPPOipYVYRjO6Gnwb686CAJqWGQKOoFqHhXbKFNY3e9giRTtFRWyPO7CnzLA09XpU2LjsHa03txl5PG8iIDL8ZbU_v5I3Xy-LjHCiSGNIxhRvjBSkMnS0phzUHSFx8ANEQXYHCb9FNC__XqRKlMp4ZsQZ-R1EF1J9o1Dfgps_fVDJ8kY5wECXK6mXLiVd3gEq0FXgnPuaqwEZWEwP2g==&p=7&fvj=1&vjs=3,"$31,200 - $34,000 a year",38.3396367,-122.7010984,Full Time,Data - Other
11140,Wag!,"Earn up to $1,250/ month walking dogs","San Francisco, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DS49wU-Nrh2jPsAS9jhWCq6bSm4zo48pW_WnPte91cr8W0I91uUcGrciU7phwcmriTxFWebEqoSvld_V8pN7fyBkkZQpx2FMI_heqD0tg0LHIbZDWMefrED_GeFpVoP1XDoGUfTq_GFobylC-LNnV2VsQiSBeXvY6dsfRlADnIZ7xyBcqpV9XnRxWm5LzdC6HZg1H9X7qLVBRUpldyR-MtASdNJTxnKZ3i_4PIiaOyvYYvECm_U2n4WfqNAI6O0I7wWqaR74t29keap0_YceXc010C3Rv5ys5zpBns6Z70tzvAIBQiZwfuW2MtT0GYMKyc63wtgRAxWIWsuCOsV0Z8grlHS6edz8-jfQJfdYlpdsSZRkzhySl6JkzVeCnoDnXAkDuowHTyxRHML-lma7smgP58fnA7xvBz3v51gtNWzSoRGAVIVJTtcAA_cjKG1cEDLfN7jXSg7aSYe6vwjXGnn8_FGDTBPar9XtezUJD3fYqr_l_IPcLG&p=0&fvj=1&vjs=3,"$1,250 a month",37.7749295,-122.4194155,Full Time,Other
